"uri","name","author_name","author_movement","genre"
"http://dbpedia.org/resource/The_God_of_the_Razor","The God of the Razor","Joe R. Lansdale","Splatterpunk","Horror fiction",""
"http://dbpedia.org/resource/Christmas_with_the_Dead_(short_story)","Christmas with the Dead (short story)","Joe R. Lansdale","Splatterpunk","Horror fiction",""
"http://dbpedia.org/resource/The_Best_of_Joe_R._Lansdale","The Best of Joe R. Lansdale","Joe R. Lansdale","Splatterpunk","Horror fiction",""
"http://dbpedia.org/resource/Unchained_and_Unhinged","Unchained and Unhinged","Joe R. Lansdale","Splatterpunk","Horror fiction",""
"http://dbpedia.org/resource/Deadman's_Road","Deadman's Road","Joe R. Lansdale","Splatterpunk","Horror fiction",""
"http://dbpedia.org/resource/Son_of_Retro_Pulp_Tales","Son of Retro Pulp Tales","Joe R. Lansdale","Splatterpunk","Horror fiction",""
"http://dbpedia.org/resource/The_Burning_Court","The Burning Court","John Dickson Carr","Golden Age of Detective Fiction","Horror fiction",""
"http://dbpedia.org/resource/Haunted_(Palahniuk_novel)","Haunted (Palahniuk novel)","Chuck Palahniuk","Postmodern literature","Horror fiction",""
"http://dbpedia.org/resource/Diary_(novel)","Diary (novel)","Chuck Palahniuk","Postmodern literature","Horror fiction",""
"http://dbpedia.org/resource/House_of_Leaves","House of Leaves","Mark Z. Danielewski","Postmodern literature","Horror fiction",""
"http://dbpedia.org/resource/Lunar_Park","Lunar Park","Bret Easton Ellis","Postmodern literature","Horror fiction",""
"http://dbpedia.org/resource/Lullaby_(Palahniuk_novel)","Lullaby (Palahniuk novel)","Chuck Palahniuk","Postmodern literature","Horror fiction",""
"http://dbpedia.org/resource/Annihilation_(VanderMeer_novel)","Annihilation (VanderMeer novel)","Jeff VanderMeer","New Weird","Horror fiction",""
"http://dbpedia.org/resource/Acceptance_(novel)","Acceptance (novel)","Jeff VanderMeer","New Weird","Horror fiction",""
"http://dbpedia.org/resource/Veniss_Underground","Veniss Underground","Jeff VanderMeer","New Weird","Horror fiction",""
"http://dbpedia.org/resource/Authority_(novel)","Authority (novel)","Jeff VanderMeer","New Weird","Horror fiction",""
"http://dbpedia.org/resource/House_of_Leaves","House of Leaves","Mark Z. Danielewski","Ergodic literature","Horror fiction",""
"http://dbpedia.org/resource/The_Space_Vampires","The Space Vampires","Colin Wilson","Angry young men","Horror fiction",""
"http://dbpedia.org/resource/The_Mind_Parasites","The Mind Parasites","Colin Wilson","Angry young men","Horror fiction",""
"http://dbpedia.org/resource/Martin_Eden","Martin Eden","Jack London","Naturalism (literature)","Künstlerroman",""
"http://dbpedia.org/resource/Martin_Eden","Martin Eden","Jack London","Realism (arts)","Künstlerroman",""
"http://dbpedia.org/resource/The_Yage_Letters","The Yage Letters","William S. Burroughs","Beat Generation","Letter (message)",""
"http://dbpedia.org/resource/The_Yage_Letters","The Yage Letters","William S. Burroughs","Postmodern literature","Letter (message)",""
"http://dbpedia.org/resource/Nightwood","Nightwood","Djuna Barnes","Modernism","Modernism",""
"http://dbpedia.org/resource/We_Are_Incredible","We Are Incredible","Margery Latimer","List of feminist literature","Modernism",""
"http://dbpedia.org/resource/A_Man_Was_Going_Down_the_Road","A Man Was Going Down the Road","Otar Chiladze","Magic realism","Mythology",""
"http://dbpedia.org/resource/Randamoozham","Randamoozham","M. T. Vasudevan Nair","Realism (arts)","Mythology",""
"http://dbpedia.org/resource/Fugitives_and_Refugees","Fugitives and Refugees","Chuck Palahniuk","Minimalism","Non-fiction",""
"http://dbpedia.org/resource/Longer_Views","Longer Views","Samuel R. Delany","New Wave science fiction","Non-fiction",""
"http://dbpedia.org/resource/Shorter_Views","Shorter Views","Samuel R. Delany","New Wave science fiction","Non-fiction",""
"http://dbpedia.org/resource/Silent_Interviews","Silent Interviews","Samuel R. Delany","New Wave science fiction","Non-fiction",""
"http://dbpedia.org/resource/Heavenly_Breakfast","Heavenly Breakfast","Samuel R. Delany","New Wave science fiction","Non-fiction",""
"http://dbpedia.org/resource/Times_Square_Red,_Times_Square_Blue","Times Square Red, Times Square Blue","Samuel R. Delany","New Wave science fiction","Non-fiction",""
"http://dbpedia.org/resource/The_Book_of_My_Lives","The Book of My Lives","Aleksandar Hemon","Postmodernism","Non-fiction",""
"http://dbpedia.org/resource/Zeitoun_(book)","Zeitoun (book)","Dave Eggers","New Sincerity","Non-fiction",""
"http://dbpedia.org/resource/This_Is_Water","This Is Water","David Foster Wallace","Hysterical realism","Non-fiction",""
"http://dbpedia.org/resource/Both_Flesh_and_Not","Both Flesh and Not","David Foster Wallace","Hysterical realism","Non-fiction",""
"http://dbpedia.org/resource/A_Supposedly_Fun_Thing_I'll_Never_Do_Again","A Supposedly Fun Thing I'll Never Do Again","David Foster Wallace","Hysterical realism","Non-fiction",""
"http://dbpedia.org/resource/In_Cold_Blood","In Cold Blood","Truman Capote","Southern Gothic","Non-fiction",""
"http://dbpedia.org/resource/The_Right_Stuff_(book)","The Right Stuff (book)","Tom Wolfe","New Journalism","Non-fiction",""
"http://dbpedia.org/resource/The_New_Journalism","The New Journalism","Tom Wolfe","New Journalism","Non-fiction",""
"http://dbpedia.org/resource/The_Cancer_Journals","The Cancer Journals","Audre Lorde","Civil and political rights","Non-fiction",""
"http://dbpedia.org/resource/Zeitoun_(book)","Zeitoun (book)","Dave Eggers","Post-postmodernism","Non-fiction",""
"http://dbpedia.org/resource/This_Is_Water","This Is Water","David Foster Wallace","Post-postmodernism","Non-fiction",""
"http://dbpedia.org/resource/Both_Flesh_and_Not","Both Flesh and Not","David Foster Wallace","Post-postmodernism","Non-fiction",""
"http://dbpedia.org/resource/A_Supposedly_Fun_Thing_I'll_Never_Do_Again","A Supposedly Fun Thing I'll Never Do Again","David Foster Wallace","Post-postmodernism","Non-fiction",""
"http://dbpedia.org/resource/Zeitoun_(book)","Zeitoun (book)","Dave Eggers","Postmodern literature","Non-fiction",""
"http://dbpedia.org/resource/This_Is_Water","This Is Water","David Foster Wallace","Postmodern literature","Non-fiction",""
"http://dbpedia.org/resource/Both_Flesh_and_Not","Both Flesh and Not","David Foster Wallace","Postmodern literature","Non-fiction",""
"http://dbpedia.org/resource/Fugitives_and_Refugees","Fugitives and Refugees","Chuck Palahniuk","Postmodern literature","Non-fiction",""
"http://dbpedia.org/resource/A_Supposedly_Fun_Thing_I'll_Never_Do_Again","A Supposedly Fun Thing I'll Never Do Again","David Foster Wallace","Postmodern literature","Non-fiction",""
"http://dbpedia.org/resource/Mountains_Beyond_Mountains","Mountains Beyond Mountains","Tracy Kidder","Creative nonfiction","Non-fiction",""
"http://dbpedia.org/resource/From_Atlantis_to_the_Sphinx","From Atlantis to the Sphinx","Colin Wilson","Angry young men","Non-fiction",""
"http://dbpedia.org/resource/Earth_Inferno","Earth Inferno","Austin Osman Spare","Surrealism","Occult",""
"http://dbpedia.org/resource/The_Focus_of_Life","The Focus of Life","Austin Osman Spare","Surrealism","Occult",""
"http://dbpedia.org/resource/The_Book_of_Pleasure","The Book of Pleasure","Austin Osman Spare","Surrealism","Occult",""
"http://dbpedia.org/resource/Earth_Inferno","Earth Inferno","Austin Osman Spare","Symbolism (arts)","Occult",""
"http://dbpedia.org/resource/The_Focus_of_Life","The Focus of Life","Austin Osman Spare","Symbolism (arts)","Occult",""
"http://dbpedia.org/resource/The_Book_of_Pleasure","The Book of Pleasure","Austin Osman Spare","Symbolism (arts)","Occult",""
"http://dbpedia.org/resource/Subway_Art","Subway Art","Henry Chalfant","Street art","Photography",""
"http://dbpedia.org/resource/Fleeting_Rome","Fleeting Rome","Carlo Levi","Contemporary art","Photography",""
"http://dbpedia.org/resource/Mountains_Beyond_Mountains","Mountains Beyond Mountains","Tracy Kidder","Creative nonfiction","Physician",""
"http://dbpedia.org/resource/The_Auroras_of_Autumn","The Auroras of Autumn","Wallace Stevens","Modernism","Poetry",""
"http://dbpedia.org/resource/Love,_Heartache_and_Other_Stories","Love, Heartache and Other Stories","Cristian Hernandez Gonzalez","Postmodernism","Poetry",""
"http://dbpedia.org/resource/For_the_Union_Dead","For the Union Dead","Robert Lowell","Confessional poetry","Poetry",""
"http://dbpedia.org/resource/Pervenci","Pervenci","Petar Preradović","Illyrian movement","Poetry",""
"http://dbpedia.org/resource/Tornado_Alley_(book)","Tornado Alley (book)","William S. Burroughs","Beat Generation","Poetry",""
"http://dbpedia.org/resource/Prosa_del_Observatorio","Prosa del Observatorio","Julio Cortázar","Latin American Boom","Poetry",""
"http://dbpedia.org/resource/The_Songs_of_Bilitis","The Songs of Bilitis","Pierre Louÿs","Symbolism (arts)","Poetry",""
"http://dbpedia.org/resource/A_Vision_of_Doom","A Vision of Doom","Ambrose Bierce","Literary realism","Poetry",""
"http://dbpedia.org/resource/Jonah_(poetry_book)","Jonah (poetry book)","Arthur Boyd","Antipodeans","Poetry",""
"http://dbpedia.org/resource/Love,_Heartache_and_Other_Stories","Love, Heartache and Other Stories","Cristian Hernandez Gonzalez","Romantic poetry","Poetry",""
"http://dbpedia.org/resource/This_(journal)","This (journal)","Robert Grenier (poet)","Language poets","Poetry",""
"http://dbpedia.org/resource/Tornado_Alley_(book)","Tornado Alley (book)","William S. Burroughs","Postmodern literature","Poetry",""
"http://dbpedia.org/resource/The_First_Death","The First Death","Dimitris Lyacos","Postmodern literature","Poetry",""
"http://dbpedia.org/resource/Ballads_of_Petrica_Kerempuh","Ballads of Petrica Kerempuh","Miroslav Krleža","Expressionism","Poetry",""
"http://dbpedia.org/resource/Ballads_of_Petrica_Kerempuh","Ballads of Petrica Kerempuh","Miroslav Krleža","Socialist realism","Poetry",""
"http://dbpedia.org/resource/Rusty_String_Quartet","Rusty String Quartet","Raegan Butcher","Punk literature","Poetry",""
"http://dbpedia.org/resource/Stone_Hotel","Stone Hotel","Raegan Butcher","Punk literature","Poetry",""
"http://dbpedia.org/resource/The_Good_Terrorist","The Good Terrorist","Doris Lessing","Feminism","Political fiction",""
"http://dbpedia.org/resource/The_Good_Terrorist","The Good Terrorist","Doris Lessing","Modernism","Political fiction",""
"http://dbpedia.org/resource/The_Good_Terrorist","The Good Terrorist","Doris Lessing","Postmodernism","Political fiction",""
"http://dbpedia.org/resource/The_Good_Terrorist","The Good Terrorist","Doris Lessing","Socialism","Political fiction",""
"http://dbpedia.org/resource/The_Good_Terrorist","The Good Terrorist","Doris Lessing","Sufism","Political fiction",""
"http://dbpedia.org/resource/Answered_Prayers:_The_Unfinished_Novel","Answered Prayers: The Unfinished Novel","Truman Capote","Southern Gothic","Political fiction",""
"http://dbpedia.org/resource/The_Bonfire_of_the_Vanities","The Bonfire of the Vanities","Tom Wolfe","New Journalism","Political fiction",""
"http://dbpedia.org/resource/On_the_Eve","On the Eve","Ivan Turgenev","Literary realism","Political fiction",""
"http://dbpedia.org/resource/Home_of_the_Gentry","Home of the Gentry","Ivan Turgenev","Literary realism","Political fiction",""
"http://dbpedia.org/resource/The_Good_Terrorist","The Good Terrorist","Doris Lessing","Philosophical skepticism","Political fiction",""
"http://dbpedia.org/resource/The_Porcupine","The Porcupine","Julian Barnes","Postmodern literature","Political fiction",""
"http://dbpedia.org/resource/Beauchamp's_Career","Beauchamp's Career","George Meredith","Victorian literature","Political fiction",""
"http://dbpedia.org/resource/Rudin","Rudin","Ivan Turgenev","Literary realism","Politics",""
"http://dbpedia.org/resource/The_Broom_of_the_System","The Broom of the System","David Foster Wallace","Hysterical realism","Postmodernism",""
"http://dbpedia.org/resource/The_Broom_of_the_System","The Broom of the System","David Foster Wallace","Post-postmodernism","Postmodernism",""
"http://dbpedia.org/resource/Lookout_Cartridge","Lookout Cartridge","Joseph McElroy","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/The_Broom_of_the_System","The Broom of the System","David Foster Wallace","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/Plus_(novel)","Plus (novel)","Joseph McElroy","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/Actress_in_the_House","Actress in the House","Joseph McElroy","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/Ancient_History_(novel)","Ancient History (novel)","Joseph McElroy","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/Z213:_Exit","Z213: Exit","Dimitris Lyacos","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/House_of_Leaves","House of Leaves","Mark Z. Danielewski","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/A_Smuggler's_Bible","A Smuggler's Bible","Joseph McElroy","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/Dyad_(novel)","Dyad (novel)","Michael Brodsky","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/White_Noise_(novel)","White Noise (novel)","Don DeLillo","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/With_the_People_from_the_Bridge","With the People from the Bridge","Dimitris Lyacos","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/The_Letter_Left_to_Me","The Letter Left to Me","Joseph McElroy","Postmodern literature","Postmodernism",""
"http://dbpedia.org/resource/House_of_Leaves","House of Leaves","Mark Z. Danielewski","Ergodic literature","Postmodernism",""
"http://dbpedia.org/resource/The_Protocols_of_the_Elders_of_Zion","The Protocols of the Elders of Zion","Eugène Sue","Romanticism","Propaganda",""
"http://dbpedia.org/resource/A_Escrava_Isaura_(novel)","A Escrava Isaura (novel)","Bernardo Guimarães","Romanticism","Propaganda",""
"http://dbpedia.org/resource/Pulp_(novel)","Pulp (novel)","Charles Bukowski","Dirty realism","Pulp magazine",""
"http://dbpedia.org/resource/Pulp_(novel)","Pulp (novel)","Charles Bukowski","Transgressive fiction","Pulp magazine",""
"http://dbpedia.org/resource/María_(novel)","María (novel)","Jorge Isaacs","Romanticism","Romanticism",""
"http://dbpedia.org/resource/The_Hunchback_of_Notre-Dame","The Hunchback of Notre-Dame","Victor Hugo","Romanticism","Romanticism",""
"http://dbpedia.org/resource/The_Last_Day_of_a_Condemned_Man","The Last Day of a Condemned Man","Victor Hugo","Romanticism","Romanticism",""
"http://dbpedia.org/resource/Mazeppa_(Byron)","Mazeppa (Byron)","Lord Byron","Romanticism","Romanticism",""
"http://dbpedia.org/resource/The_Gypsies_(poem)","The Gypsies (poem)","Alexander Pushkin","Romanticism","Romanticism",""
"http://dbpedia.org/resource/Fathers_and_Sons_(novel)","Fathers and Sons (novel)","Ivan Turgenev","Literary realism","Romanticism",""
"http://dbpedia.org/resource/The_Gypsies_(poem)","The Gypsies (poem)","Alexander Pushkin","Literary realism","Romanticism",""
"http://dbpedia.org/resource/Spook_Country","Spook Country","William Gibson","Cyberpunk","Satire",""
"http://dbpedia.org/resource/Fight_Club_(novel)","Fight Club (novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/Haunted_(Palahniuk_novel)","Haunted (Palahniuk novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/Snuff_(Palahniuk_novel)","Snuff (Palahniuk novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/Survivor_(Palahniuk_novel)","Survivor (Palahniuk novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/Pygmy_(novel)","Pygmy (novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/Diary_(novel)","Diary (novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/Rant_(novel)","Rant (novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/Lullaby_(Palahniuk_novel)","Lullaby (Palahniuk novel)","Chuck Palahniuk","Minimalism","Satire",""
"http://dbpedia.org/resource/The_Literature_Express","The Literature Express","Lasha Bugadze","Postmodernism","Satire",""
"http://dbpedia.org/resource/Salmagundi_(periodical)","Salmagundi (periodical)","Washington Irving","Romanticism","Satire",""
"http://dbpedia.org/resource/The_Vision_of_Judgment","The Vision of Judgment","Lord Byron","Romanticism","Satire",""
"http://dbpedia.org/resource/Spook_Country","Spook Country","William Gibson","Steampunk","Satire",""
"http://dbpedia.org/resource/The_Vicar_of_Wakefield","The Vicar of Wakefield","Oliver Goldsmith","The Club (dining club)","Satire",""
"http://dbpedia.org/resource/Infinite_Jest","Infinite Jest","David Foster Wallace","Hysterical realism","Satire",""
"http://dbpedia.org/resource/El_Buscón","El Buscón","Francisco de Quevedo","Conceptismo","Satire",""
"http://dbpedia.org/resource/Infinite_Jest","Infinite Jest","David Foster Wallace","Post-postmodernism","Satire",""
"http://dbpedia.org/resource/JPod","JPod","Douglas Coupland","Literary modernism","Satire",""
"http://dbpedia.org/resource/American_Psycho","American Psycho","Bret Easton Ellis","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Fight_Club_(novel)","Fight Club (novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Haunted_(Palahniuk_novel)","Haunted (Palahniuk novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Snuff_(Palahniuk_novel)","Snuff (Palahniuk novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Survivor_(Palahniuk_novel)","Survivor (Palahniuk novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Pygmy_(novel)","Pygmy (novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Diary_(novel)","Diary (novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Glamorama","Glamorama","Bret Easton Ellis","Postmodern literature","Satire",""
"http://dbpedia.org/resource/House_of_Leaves","House of Leaves","Mark Z. Danielewski","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Infinite_Jest","Infinite Jest","David Foster Wallace","Postmodern literature","Satire",""
"http://dbpedia.org/resource/JPod","JPod","Douglas Coupland","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Rant_(novel)","Rant (novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/The_Rules_of_Attraction","The Rules of Attraction","Bret Easton Ellis","Postmodern literature","Satire",""
"http://dbpedia.org/resource/The_Rise_and_Fall_of_Comrade_Zylo","The Rise and Fall of Comrade Zylo","Dritëro Agolli","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Lullaby_(Palahniuk_novel)","Lullaby (Palahniuk novel)","Chuck Palahniuk","Postmodern literature","Satire",""
"http://dbpedia.org/resource/Spook_Country","Spook Country","William Gibson","Cyberpunk derivatives","Satire",""
"http://dbpedia.org/resource/House_of_Leaves","House of Leaves","Mark Z. Danielewski","Ergodic literature","Satire",""
"http://dbpedia.org/resource/The_Rise_and_Fall_of_Comrade_Zylo","The Rise and Fall of Comrade Zylo","Dritëro Agolli","Socialist realism","Satire",""
"http://dbpedia.org/resource/Hasiru_Honnu","Hasiru Honnu","B. G. L. Swamy","Kannada literature","Science",""
"http://dbpedia.org/resource/Mona_Lisa_Overdrive","Mona Lisa Overdrive","William Gibson","Cyberpunk","Science fiction",""
"http://dbpedia.org/resource/Pattern_Recognition_(novel)","Pattern Recognition (novel)","William Gibson","Cyberpunk","Science fiction",""
"http://dbpedia.org/resource/Tales_from_Jabba's_Palace","Tales from Jabba's Palace","George Alec Effinger","Cyberpunk","Science fiction",""
"http://dbpedia.org/resource/The_Peripheral","The Peripheral","William Gibson","Cyberpunk","Science fiction",""
"http://dbpedia.org/resource/Idoru","Idoru","William Gibson","Cyberpunk","Science fiction",""
"http://dbpedia.org/resource/Shikasta","Shikasta","Doris Lessing","Feminism","Science fiction",""
"http://dbpedia.org/resource/The_Sirian_Experiments","The Sirian Experiments","Doris Lessing","Feminism","Science fiction",""
"http://dbpedia.org/resource/The_Making_of_the_Representative_for_Planet_8","The Making of the Representative for Planet 8","Doris Lessing","Feminism","Science fiction",""
"http://dbpedia.org/resource/The_Marriages_Between_Zones_Three,_Four_and_Five","The Marriages Between Zones Three, Four and Five","Doris Lessing","Feminism","Science fiction",""
"http://dbpedia.org/resource/The_Sentimental_Agents_in_the_Volyen_Empire","The Sentimental Agents in the Volyen Empire","Doris Lessing","Feminism","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_12","Year's Best SF 12","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_7","Year's Best SF 7","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_9","Year's Best SF 9","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_10","Year's Best SF 10","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_14","Year's Best SF 14","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_11","Year's Best SF 11","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_8","Year's Best SF 8","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_15","Year's Best SF 15","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Year's_Best_SF_13","Year's Best SF 13","Kathryn Cramer","Hard science fiction","Science fiction",""
"http://dbpedia.org/resource/Shikasta","Shikasta","Doris Lessing","Modernism","Science fiction",""
"http://dbpedia.org/resource/The_Sirian_Experiments","The Sirian Experiments","Doris Lessing","Modernism","Science fiction",""
"http://dbpedia.org/resource/The_Making_of_the_Representative_for_Planet_8","The Making of the Representative for Planet 8","Doris Lessing","Modernism","Science fiction",""
"http://dbpedia.org/resource/The_Marriages_Between_Zones_Three,_Four_and_Five","The Marriages Between Zones Three, Four and Five","Doris Lessing","Modernism","Science fiction",""
"http://dbpedia.org/resource/The_Sentimental_Agents_in_the_Volyen_Empire","The Sentimental Agents in the Volyen Empire","Doris Lessing","Modernism","Science fiction",""
"http://dbpedia.org/resource/Jack_of_Shadows","Jack of Shadows","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/My_Name_Is_Legion_(Zelazny_collection)","My Name Is Legion (Zelazny collection)","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Einstein_Intersection","The Einstein Intersection","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Manna_from_Heaven","Manna from Heaven","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Last_Defender_of_Camelot","The Last Defender of Camelot","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/24_Views_of_Mt._Fuji,_by_Hokusai","24 Views of Mt. Fuji, by Hokusai","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Four_for_Tomorrow","Four for Tomorrow","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Keep_the_Giraffe_Burning","Keep the Giraffe Burning","John Thomas Sladek","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Steam-Driven_Boy_and_other_Strangers","The Steam-Driven Boy and other Strangers","John Thomas Sladek","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Getting_into_Death_and_Other_Stories","Getting into Death and Other Stories","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Under_Compulsion","Under Compulsion","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/On_Wings_of_Song","On Wings of Song","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Quark/4","Quark/4","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Genocides","The Genocides","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Empire_Star","Empire Star","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Doorways_in_the_Sand","Doorways in the Sand","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Doors_of_His_Face,_The_Lamps_of_His_Mouth,_and_Other_Stories","The Doors of His Face, The Lamps of His Mouth, and Other Stories","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Getting_into_Death","Getting into Death","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Distant_Stars","Distant Stars","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Quark/3","Quark/3","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Aye,_and_Gomorrah,_and_other_stories","Aye, and Gomorrah, and other stories","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Driftglass/Starshards","Driftglass/Starshards","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/One_Hundred_and_Two_H-Bombs","One Hundred and Two H-Bombs","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/This_Immortal","This Immortal","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Quark/2","Quark/2","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/White_Fang_Goes_Dingo","White Fang Goes Dingo","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Bad_Moon_Rising:_An_Anthology_of_Political_Forebodings","Bad Moon Rising: An Anthology of Political Forebodings","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Frost_&_Fire","Frost & Fire","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Unicorn_Variations","Unicorn Variations","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Ballad_of_Beta-2","The Ballad of Beta-2","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Last_Defender_of_Camelot_(2002_book)","The Last Defender of Camelot (2002 book)","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Bridge_of_Ashes","Bridge of Ashes","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Nebula_Winners_Thirteen","Nebula Winners Thirteen","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Driftglass","Driftglass","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Quark/1","Quark/1","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Complete_Nebula_Award-Winning_Fiction","The Complete Nebula Award-Winning Fiction","Samuel R. Delany","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_New_Improved_Sun","The New Improved Sun","Thomas M. Disch","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/A_Dark_Traveling","A Dark Traveling","Roger Zelazny","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Bro_(novel)","Bro (novel)","Vladimir Sorokin","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/Shikasta","Shikasta","Doris Lessing","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/The_Sirian_Experiments","The Sirian Experiments","Doris Lessing","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/The_Making_of_the_Representative_for_Planet_8","The Making of the Representative for Planet 8","Doris Lessing","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/The_Marriages_Between_Zones_Three,_Four_and_Five","The Marriages Between Zones Three, Four and Five","Doris Lessing","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/The_Sentimental_Agents_in_the_Volyen_Empire","The Sentimental Agents in the Volyen Empire","Doris Lessing","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/Shikasta","Shikasta","Doris Lessing","Socialism","Science fiction",""
