"uri","name","author_name","author_movement","genre"
"http://dbpedia.org/resource/Sleeping_Murder","Sleeping Murder","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/The_Mirror_Crack'd_from_Side_to_Side","The Mirror Crack'd from Side to Side","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/The_Murder_on_the_Links","The Murder on the Links","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/After_the_Funeral","After the Funeral","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/The_Secret_Adversary","The Secret Adversary","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Peril_at_End_House","Peril at End House","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/A_Murder_Is_Announced","A Murder Is Announced","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/A_Caribbean_Mystery","A Caribbean Mystery","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/And_Then_There_Were_None","And Then There Were None","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Hercule_Poirot's_Christmas","Hercule Poirot's Christmas","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Sad_Cypress","Sad Cypress","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/The_Mysterious_Affair_at_Styles","The Mysterious Affair at Styles","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Three_Act_Tragedy","Three Act Tragedy","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Black_Coffee_(novel)","Black Coffee (novel)","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Curtain_(novel)","Curtain (novel)","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Hickory_Dickory_Dock_(novel)","Hickory Dickory Dock (novel)","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/N_or_M%3F","N or M?","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/The_Body_in_the_Library","The Body in the Library","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/A_Pocket_Full_of_Rye","A Pocket Full of Rye","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/One,_Two,_Buckle_My_Shoe_(novel)","One, Two, Buckle My Shoe (novel)","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Problem_at_Pollensa_Bay_and_Other_Stories","Problem at Pollensa Bay and Other Stories","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/The_Regatta_Mystery","The Regatta Mystery","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Spider's_Web_(novel)","Spider's Web (novel)","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Destination_Unknown_(novel)","Destination Unknown (novel)","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/4.50_from_Paddington","4.50 from Paddington","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Lord_Edgware_Dies","Lord Edgware Dies","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Five_Little_Pigs","Five Little Pigs","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/The_Scoop_and_Behind_the_Screen","The Scoop and Behind the Screen","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/By_the_Pricking_of_My_Thumbs","By the Pricking of My Thumbs","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Towards_Zero","Towards Zero","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Cards_on_the_Table","Cards on the Table","Agatha Christie","Golden Age of Detective Fiction","Crime fiction",""
"http://dbpedia.org/resource/Notes_from_Underground","Notes from Underground","Fyodor Dostoyevsky","Literary realism","Novella",""
"http://dbpedia.org/resource/Thirty_Years_of_Arkham_House,_1939–69","Thirty Years of Arkham House, 1939–69","August Derleth","Cosmicism","Bibliography",""
"http://dbpedia.org/resource/100_Books_by_August_Derleth","100 Books by August Derleth","August Derleth","Cosmicism","Bibliography",""
"http://dbpedia.org/resource/The_Dark_Brotherhood_and_Other_Pieces","The Dark Brotherhood and Other Pieces","H. P. Lovecraft","Cosmicism","Memoir",""
"http://dbpedia.org/resource/Something_About_Cats_and_Other_Pieces","Something About Cats and Other Pieces","H. P. Lovecraft","Cosmicism","Memoir",""
"http://dbpedia.org/resource/The_Shuttered_Room_and_Other_Pieces","The Shuttered Room and Other Pieces","H. P. Lovecraft","Cosmicism","Memoir",""
"http://dbpedia.org/resource/The_Alteration","The Alteration","Kingsley Amis","Angry young men","Alternate history",""
"http://dbpedia.org/resource/Asimov's_Biographical_Encyclopedia_of_Science_and_Technology","Asimov's Biographical Encyclopedia of Science and Technology","Isaac Asimov","Golden Age of Science Fiction","Encyclopedia",""
"http://dbpedia.org/resource/Good_Blonde_&_Others","Good Blonde & Others","Jack Kerouac","Beat Generation","Essay",""
"http://dbpedia.org/resource/Door_Wide_Open","Door Wide Open","Jack Kerouac","Beat Generation","Letter (message)",""
"http://dbpedia.org/resource/The_Letters_of_Kingsley_Amis","The Letters of Kingsley Amis","Kingsley Amis","Angry young men","Letter (message)",""
"http://dbpedia.org/resource/Asimov's_Biographical_Encyclopedia_of_Science_and_Technology","Asimov's Biographical Encyclopedia of Science and Technology","Isaac Asimov","Golden Age of Science Fiction","Non-fiction",""
"http://dbpedia.org/resource/Old_Angel_Midnight","Old Angel Midnight","Jack Kerouac","Beat Generation","Poetry",""
"http://dbpedia.org/resource/Book_of_Sketches","Book of Sketches","Jack Kerouac","Beat Generation","Poetry",""
"http://dbpedia.org/resource/Book_of_Haikus","Book of Haikus","Jack Kerouac","Beat Generation","Poetry",""
"http://dbpedia.org/resource/Scattered_Poems","Scattered Poems","Jack Kerouac","Beat Generation","Poetry",""
"http://dbpedia.org/resource/If_on_a_winter's_night_a_traveler","If on a winter's night a traveler","Italo Calvino","Postmodernism","Postmodernism",""
"http://dbpedia.org/resource/If_on_a_winter's_night_a_traveler","If on a winter's night a traveler","Italo Calvino","Neorealism (art)","Postmodernism",""
"http://dbpedia.org/resource/Asimov's_Biographical_Encyclopedia_of_Science_and_Technology","Asimov's Biographical Encyclopedia of Science and Technology","Isaac Asimov","Golden Age of Science Fiction","Reference work",""
"http://dbpedia.org/resource/The_Tragedy_of_the_Moon","The Tragedy of the Moon","Isaac Asimov","Golden Age of Science Fiction","Science",""
"http://dbpedia.org/resource/The_Secret_of_the_Universe","The Secret of the Universe","Isaac Asimov","Golden Age of Science Fiction","Science",""
"http://dbpedia.org/resource/X_Stands_for_Unknown","X Stands for Unknown","Isaac Asimov","Golden Age of Science Fiction","Science",""
"http://dbpedia.org/resource/The_Day_of_Forever","The Day of Forever","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Cocaine_Nights","Cocaine Nights","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Disaster_Area","The Disaster Area","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Chronopolis_and_Other_Stories","Chronopolis and Other Stories","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Terminal_Beach","The Terminal Beach","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_4-Dimensional_Nightmare","The 4-Dimensional Nightmare","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Myths_of_the_Near_Future","Myths of the Near Future","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Impossible_Man","The Impossible Man","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Memories_of_the_Space_Age","Memories of the Space Age","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Passport_to_Eternity","Passport to Eternity","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/The_Overloaded_Man","The Overloaded Man","J. G. Ballard","New Wave science fiction","Science fiction",""
"http://dbpedia.org/resource/Cosmicomics","Cosmicomics","Italo Calvino","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/The_Complete_Cosmicomics","The Complete Cosmicomics","Italo Calvino","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/T_zero","T zero","Italo Calvino","Postmodernism","Science fiction",""
"http://dbpedia.org/resource/Cosmicomics","Cosmicomics","Italo Calvino","Neorealism (art)","Science fiction",""
"http://dbpedia.org/resource/The_Complete_Cosmicomics","The Complete Cosmicomics","Italo Calvino","Neorealism (art)","Science fiction",""
"http://dbpedia.org/resource/T_zero","T zero","Italo Calvino","Neorealism (art)","Science fiction",""
"http://dbpedia.org/resource/Foundation_(Isaac_Asimov_novel)","Foundation (Isaac Asimov novel)","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Nemesis_(Asimov_novel)","Nemesis (Asimov novel)","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Prelude_to_Foundation","Prelude to Foundation","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Martian_Way_and_Other_Stories","The Martian Way and Other Stories","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Gods_Themselves","The Gods Themselves","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Earth_Is_Room_Enough","Earth Is Room Enough","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Speculations_(book)","Speculations (book)","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/David_Starr,_Space_Ranger","David Starr, Space Ranger","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Robot_Visions","Robot Visions","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Early_Asimov","The Early Asimov","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Asimov_Chronicles:_Fifty_Years_of_Isaac_Asimov","The Asimov Chronicles: Fifty Years of Isaac Asimov","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Naked_Sun","The Naked Sun","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Lucky_Starr_and_the_Big_Sun_of_Mercury","Lucky Starr and the Big Sun of Mercury","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Lucky_Starr_and_the_Moons_of_Jupiter","Lucky Starr and the Moons of Jupiter","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Lucky_Starr_and_the_Oceans_of_Venus","Lucky Starr and the Oceans of Venus","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Lucky_Starr_and_the_Pirates_of_the_Asteroids","Lucky Starr and the Pirates of the Asteroids","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Lucky_Starr_and_the_Rings_of_Saturn","Lucky Starr and the Rings of Saturn","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Foundation_and_Empire","Foundation and Empire","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Positronic_Man","The Positronic Man","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Rest_of_the_Robots","The Rest of the Robots","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Hugo_Winners","The Hugo Winners","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Nightfall_(Asimov_short_story_and_novel)","Nightfall (Asimov short story and novel)","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Edge_of_Tomorrow_(1985_book)","The Edge of Tomorrow (1985 book)","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/Fifty_Short_Science_Fiction_Tales","Fifty Short Science Fiction Tales","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Science_Fictional_Olympics","The Science Fictional Olympics","Isaac Asimov","Golden Age of Science Fiction","Science fiction",""
"http://dbpedia.org/resource/The_Golden_Age_of_Science_Fiction_(anthology)","The Golden Age of Science Fiction (anthology)","Kingsley Amis","Angry young men","Science fiction",""
"http://dbpedia.org/resource/Good_Blonde_&_Others","Good Blonde & Others","Jack Kerouac","Beat Generation","Short story",""
"http://dbpedia.org/resource/Colonel_Sun","Colonel Sun","Kingsley Amis","Angry young men","Spy fiction",""
"http://dbpedia.org/resource/Lord_Kelvin's_Machine","Lord Kelvin's Machine","James Blaylock","Steampunk","Steampunk",""
"http://dbpedia.org/resource/The_Kindness_of_Women","The Kindness of Women","J. G. Ballard","New Wave science fiction","Autobiographical novel",""
"http://dbpedia.org/resource/Empire_of_the_Sun","Empire of the Sun","J. G. Ballard","New Wave science fiction","Autobiographical novel",""
"http://dbpedia.org/resource/The_Town_and_the_City","The Town and the City","Jack Kerouac","Beat Generation","Autobiographical novel",""
"http://dbpedia.org/resource/Vanity_of_Duluoz","Vanity of Duluoz","Jack Kerouac","Beat Generation","Autobiographical novel",""
"http://dbpedia.org/resource/On_Overgrown_Paths","On Overgrown Paths","Knut Hamsun","Literary realism","Diary",""
"http://dbpedia.org/resource/Victoria_(novel)","Victoria (novel)","Knut Hamsun","Literary realism","Fiction",""
"http://dbpedia.org/resource/The_Book_of_Bond","The Book of Bond","Kingsley Amis","Angry young men","Comedy",""
"http://dbpedia.org/resource/The_Atrocity_Exhibition","The Atrocity Exhibition","J. G. Ballard","New Wave science fiction","Experimental literature",""
"http://dbpedia.org/resource/Door_Wide_Open","Door Wide Open","Jack Kerouac","Beat Generation","Beat Generation",""
"http://dbpedia.org/resource/Old_Angel_Midnight","Old Angel Midnight","Jack Kerouac","Beat Generation","Beat Generation",""
"http://dbpedia.org/resource/Atop_an_Underwood:_Early_Stories_and_Other_Writings","Atop an Underwood: Early Stories and Other Writings","Jack Kerouac","Beat Generation","Beat Generation",""
"http://dbpedia.org/resource/Book_of_Sketches","Book of Sketches","Jack Kerouac","Beat Generation","Beat Generation",""
"http://dbpedia.org/resource/On_the_Road","On the Road","Jack Kerouac","Beat Generation","Beat Generation",""
"http://dbpedia.org/resource/Casebook_of_the_Black_Widowers","Casebook of the Black Widowers","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/More_Tales_of_the_Black_Widowers","More Tales of the Black Widowers","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Return_of_the_Black_Widowers","The Return of the Black Widowers","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/Tales_of_the_Black_Widowers","Tales of the Black Widowers","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Union_Club_Mysteries","The Union Club Mysteries","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Death_Dealers","The Death Dealers","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/Asimov's_Mysteries","Asimov's Mysteries","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Key_Word_and_Other_Mysteries","The Key Word and Other Mysteries","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/Murder_at_the_ABA","Murder at the ABA","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Caves_of_Steel","The Caves of Steel","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Naked_Sun","The Naked Sun","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/Banquets_of_the_Black_Widowers","Banquets of the Black Widowers","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/The_Disappearing_Man_and_Other_Mysteries","The Disappearing Man and Other Mysteries","Isaac Asimov","Golden Age of Science Fiction","Mystery fiction",""
"http://dbpedia.org/resource/And_the_Hippos_Were_Boiled_in_Their_Tanks","And the Hippos Were Boiled in Their Tanks","Jack Kerouac","Beat Generation","Mystery fiction",""
"http://dbpedia.org/resource/Good_Blonde_&_Others","Good Blonde & Others","Jack Kerouac","Beat Generation","Literary criticism",""
"http://dbpedia.org/resource/Take_a_Girl_Like_You","Take a Girl Like You","Kingsley Amis","Angry young men","Comic novel",""
"http://dbpedia.org/resource/Hunger_(Hamsun_novel)","Hunger (Hamsun novel)","Knut Hamsun","Literary realism","Philosophical fiction",""
"http://dbpedia.org/resource/Chronopolis_(short_story)","Chronopolis (short story)","J. G. Ballard","New Wave science fiction","Social science fiction",""
"http://dbpedia.org/resource/The_Crystal_World","The Crystal World","J. G. Ballard","New Wave science fiction","Novel",""
"http://dbpedia.org/resource/High-Rise_(novel)","High-Rise (novel)","J. G. Ballard","New Wave science fiction","Novel",""
"http://dbpedia.org/resource/The_Day_of_Creation","The Day of Creation","J. G. Ballard","New Wave science fiction","Novel",""
"http://dbpedia.org/resource/Rushing_to_Paradise","Rushing to Paradise","J. G. Ballard","New Wave science fiction","Novel",""
"http://dbpedia.org/resource/The_Unlimited_Dream_Company","The Unlimited Dream Company","J. G. Ballard","New Wave science fiction","Novel",""
"http://dbpedia.org/resource/Atop_an_Underwood:_Early_Stories_and_Other_Writings","Atop an Underwood: Early Stories and Other Writings","Jack Kerouac","Beat Generation","Short story collection",""
"http://dbpedia.org/resource/Beat_Generation_(play)","Beat Generation (play)","Jack Kerouac","Beat Generation","Play (activity)",""
"http://dbpedia.org/resource/The_Burning_World_(novel)","The Burning World (novel)","J. G. Ballard","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Hello_America","Hello America","J. G. Ballard","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/The_Wind_from_Nowhere","The Wind from Nowhere","J. G. Ballard","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/The_Drowned_World","The Drowned World","J. G. Ballard","New Wave science fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Homunculus_(novel)","Homunculus (novel)","James Blaylock","Steampunk","List of science fiction novels",""
"http://dbpedia.org/resource/The_Digging_Leviathan","The Digging Leviathan","James Blaylock","Steampunk","List of science fiction novels",""
"http://dbpedia.org/resource/Lord_Kelvin's_Machine","Lord Kelvin's Machine","James Blaylock","Steampunk","List of science fiction novels",""
"http://dbpedia.org/resource/Robots_and_Empire","Robots and Empire","Isaac Asimov","Golden Age of Science Fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Foundation_and_Earth","Foundation and Earth","Isaac Asimov","Golden Age of Science Fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Foundation's_Edge","Foundation's Edge","Isaac Asimov","Golden Age of Science Fiction","List of science fiction novels",""
"http://dbpedia.org/resource/The_Robots_of_Dawn","The Robots of Dawn","Isaac Asimov","Golden Age of Science Fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Second_Foundation","Second Foundation","Isaac Asimov","Golden Age of Science Fiction","List of science fiction novels",""
"http://dbpedia.org/resource/The_Currents_of_Space","The Currents of Space","Isaac Asimov","Golden Age of Science Fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Pebble_in_the_Sky","Pebble in the Sky","Isaac Asimov","Golden Age of Science Fiction","List of science fiction novels",""
"http://dbpedia.org/resource/Caverns_(novel)","Caverns (novel)","Ken Kesey","Merry Pranksters","Collaborative fiction",""
"http://dbpedia.org/resource/The_Overloaded_Man","The Overloaded Man","J. G. Ballard","New Wave science fiction","Fantasy",""
"http://dbpedia.org/resource/The_Elfin_Ship","The Elfin Ship","James Blaylock","Steampunk","Fantasy literature",""
"http://dbpedia.org/resource/The_Stone_Giant","The Stone Giant","James Blaylock","Steampunk","Fantasy literature",""
"http://dbpedia.org/resource/Hunger_(Hamsun_novel)","Hunger (Hamsun novel)","Knut Hamsun","Literary realism","Psychological novel",""
"http://dbpedia.org/resource/Crash_(J._G._Ballard_novel)","Crash (J. G. Ballard novel)","J. G. Ballard","New Wave science fiction","Postmodern literature",""
"http://dbpedia.org/resource/Crash_(J._G._Ballard_novel)","Crash (J. G. Ballard novel)","J. G. Ballard","New Wave science fiction","Transgressive fiction",""
"http://dbpedia.org/resource/Empire_of_the_Sun","Empire of the Sun","J. G. Ballard","New Wave science fiction","War novel",""
"http://dbpedia.org/resource/Kingdom_Come_(Ballard_novel)","Kingdom Come (Ballard novel)","J. G. Ballard","New Wave science fiction","Crime fiction",""
"http://dbpedia.org/resource/Running_Wild_(novella)","Running Wild (novella)","J. G. Ballard","New Wave science fiction","Novella",""
"http://dbpedia.org/resource/Clockwork_Princess","Clockwork Princess","Cassandra Clare","Contemporary fantasy","Adventure",""
"http://dbpedia.org/resource/City_of_Heavenly_Fire","City of Heavenly Fire","Cassandra Clare","Contemporary fantasy","Adventure",""
"http://dbpedia.org/resource/City_of_Fallen_Angels","City of Fallen Angels","Cassandra Clare","Contemporary fantasy","Adventure",""
"http://dbpedia.org/resource/Clockwork_Prince","Clockwork Prince","Cassandra Clare","Contemporary fantasy","Adventure",""
"http://dbpedia.org/resource/Clockwork_Angel","Clockwork Angel","Cassandra Clare","Contemporary fantasy","Adventure",""
"http://dbpedia.org/resource/City_of_Lost_Souls_(novel)","City of Lost Souls (novel)","Cassandra Clare","Contemporary fantasy","Adventure",""
"http://dbpedia.org/resource/Clockwork_Princess","Clockwork Princess","Cassandra Clare","Urban fantasy","Adventure",""
"http://dbpedia.org/resource/City_of_Heavenly_Fire","City of Heavenly Fire","Cassandra Clare","Urban fantasy","Adventure",""
"http://dbpedia.org/resource/City_of_Fallen_Angels","City of Fallen Angels","Cassandra Clare","Urban fantasy","Adventure",""
"http://dbpedia.org/resource/Clockwork_Prince","Clockwork Prince","Cassandra Clare","Urban fantasy","Adventure",""
"http://dbpedia.org/resource/Clockwork_Angel","Clockwork Angel","Cassandra Clare","Urban fantasy","Adventure",""
"http://dbpedia.org/resource/City_of_Lost_Souls_(novel)","City of Lost Souls (novel)","Cassandra Clare","Urban fantasy","Adventure",""
"http://dbpedia.org/resource/Clockwork_Princess","Clockwork Princess","Cassandra Clare","Fantasy of manners","Adventure",""
"http://dbpedia.org/resource/City_of_Heavenly_Fire","City of Heavenly Fire","Cassandra Clare","Fantasy of manners","Adventure",""
"http://dbpedia.org/resource/City_of_Fallen_Angels","City of Fallen Angels","Cassandra Clare","Fantasy of manners","Adventure",""
"http://dbpedia.org/resource/Clockwork_Prince","Clockwork Prince","Cassandra Clare","Fantasy of manners","Adventure",""
"http://dbpedia.org/resource/Clockwork_Angel","Clockwork Angel","Cassandra Clare","Fantasy of manners","Adventure",""
"http://dbpedia.org/resource/City_of_Lost_Souls_(novel)","City of Lost Souls (novel)","Cassandra Clare","Fantasy of manners","Adventure",""
"http://dbpedia.org/resource/Schilder-boeck","Schilder-boeck","Karel van Mander","Mannerism","Aesthetics",""
"http://dbpedia.org/resource/Warlord_of_the_Air","Warlord of the Air","Michael Moorcock","New Wave science fiction","Alternate history",""
"http://dbpedia.org/resource/The_Man_in_the_High_Castle","The Man in the High Castle","Philip K. Dick","Postmodernism","Alternate history",""
"http://dbpedia.org/resource/The_Life_of_Henry_Brulard","The Life of Henry Brulard","Stendhal","Romanticism","Autobiography",""
"http://dbpedia.org/resource/Memoirs_of_an_Egotist","Memoirs of an Egotist","Stendhal","Romanticism","Autobiography",""
"http://dbpedia.org/resource/The_Life_of_Henry_Brulard","The Life of Henry Brulard","Stendhal","Realism (arts)","Autobiography",""
"http://dbpedia.org/resource/Memoirs_of_an_Egotist","Memoirs of an Egotist","Stendhal","Realism (arts)","Autobiography",""
"http://dbpedia.org/resource/The_Red_and_the_Black","The Red and the Black","Stendhal","Romanticism","Bildungsroman",""
"http://dbpedia.org/resource/The_Red_and_the_Black","The Red and the Black","Stendhal","Realism (arts)","Bildungsroman",""
"http://dbpedia.org/resource/Snow_Crash","Snow Crash","Neal Stephenson","Cyberpunk","Cyberpunk",""
"http://dbpedia.org/resource/Snow_Crash","Snow Crash","Neal Stephenson","Cyberpunk derivatives","Cyberpunk",""
"http://dbpedia.org/resource/Snow_Crash","Snow Crash","Neal Stephenson","Maximalism","Cyberpunk",""
"http://dbpedia.org/resource/When_in_Rome_(novel)","When in Rome (novel)","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Scales_of_Justice_(novel)","Scales of Justice (novel)","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/A_Man_Lay_Dead","A Man Lay Dead","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Death_in_Ecstasy","Death in Ecstasy","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Photo_Finish_(novel)","Photo Finish (novel)","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Death_in_a_White_Tie","Death in a White Tie","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Death_at_the_Bar","Death at the Bar","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Opening_Night_(novel)","Opening Night (novel)","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/The_Nursing_Home_Murder","The Nursing Home Murder","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Vintage_Murder","Vintage Murder","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Artists_in_Crime","Artists in Crime","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Clutch_of_Constables","Clutch of Constables","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Final_Curtain","Final Curtain","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Grave_Mistake","Grave Mistake","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Surfeit_of_Lampreys","Surfeit of Lampreys","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/False_Scent","False Scent","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Light_Thickens","Light Thickens","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
"http://dbpedia.org/resource/Overture_to_Death","Overture to Death","Ngaio Marsh","Golden Age of Detective Fiction","Detective fiction",""
